Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Negative,0.809,1479142230115897357,0.8086384,0.13844386,0.052917756,"des bombes découvertes dans les rues de washington, des milliers de manifestants galvanisés par donald trump qui prennent d'assaut le capitole, 5 morts… c'était il y a 1 an. retour sur les émeutes du 6 janvier 2021. t.co/v0ln7ajk0w",2022-01-06 17:26:03+00:00,145,35,1,103,6
Neutral,0.386,1479125723256438785,0.275874,0.38566563,0.33846045,"""j'ai voulu écrire pour vivre d'autres vies que la mienne"" après une trilogie d'autofiction, il raconte d'autres destins que le sien dans ""le dernier enfant"" et son nouveau roman ""paris-briançon""... philippe besson raconte pourquoi il est devenu écrivain. avec @pocket_editions t.co/oqmn833hhu",2022-01-06 16:20:27+00:00,36,7,3,24,2
Neutral,0.424,1479080057373020162,0.29004097,0.4240563,0.2859027,"""pour nous, la can, c’est notre coupe du monde à nous."" à aulnay-sous-bois, pas besoin de stade de france : la can des quartiers, ça se joue sur le béton. 👉 béton, au coeur de la coupe d’aulnay des nations, uniquement sur @brutxofficiel : t.co/82fowcoiyt t.co/l6hj1mzlnk",2022-01-06 13:19:00+00:00,87,19,3,63,2
Negative,0.911,1479079415732707331,0.9108631,0.05379522,0.035341557,"cagoulé et ligoté sur une cible en plein milieu d’un champ de tir : c'est le bizutage subi par antoine, jeune pilote de l'armée de l'air. violences, harcèlement, sexisme... @cdenquete a recueilli des témoignages de militaires qui dénoncent les pratiques humiliantes dans l'armée. t.co/0y0zef0oog",2022-01-06 13:16:27+00:00,1023,372,24,582,45
Negative,0.617,1478991473156763649,0.6170166,0.33676127,0.046222113,"il y a 2 ans, un nouveau virus apparaissait en chine… #tbt t.co/y96zu2kyfm",2022-01-06 07:27:00+00:00,681,176,13,446,46
Neutral,0.371,1478821679308718085,0.30279645,0.37066764,0.3265359,"""au fur et à mesure des gens que je rencontrais, je découvrais une autre gisèle halimi"" avec son documentaire, @kheladisara a voulu en savoir plus sur la femme derrière l'icône. voilà pourquoi. 👉 découvrez ""gisèle"", uniquement sur @brutxofficiel : t.co/d5je0e3slt t.co/a5sprqimgd",2022-01-05 20:12:18+00:00,65,15,3,47,0
Negative,0.84,1478816126209560581,0.8402923,0.07955689,0.080150746,"avant l'envie ""d'emmerder"" les non-vaccinés, plusieurs déclarations d'emmanuel macron avaient déjà créé la polémique… top 7 des phrases chocs du président. t.co/lral1obxtg",2022-01-05 19:50:14+00:00,413,121,21,231,40
Positive,0.492,1478794569282113539,0.15914655,0.34912705,0.4917264,"""prêt à tenter une dégustation à l'aveugle "" ☕️ découvrir les arômes et déguster trois cafés à l'aveugle, c'est l'expérience que va réaliser lucile, sommelière spécialiste en champagne, guidée par ludovic, expert café @nespressofr. avec @nespressoagitfr t.co/9zb5egs3ee",2022-01-05 18:24:34+00:00,43,8,1,33,1
Negative,0.877,1478761426055487491,0.8767165,0.08130549,0.041978065,"dans le film don't look up, il joue un scientifique que personne n'écoute alors qu'une catastrophe menace la terre. dans la vraie vie, il se bat depuis plus de 20 ans pour la protection de la planète. voici l'histoire de @leodicaprio. t.co/stlqajonqk",2022-01-05 16:12:52+00:00,582,101,13,459,9
Negative,0.78,1478736864265838594,0.77981424,0.15261272,0.067572944,"""on va se parler franchement : qui emmerde la vie de qui aujourd'hui "" le porte-parole du gouvernement gabriel attal après les propos d'emmanuel macron sur les non-vaccinés. t.co/omhc0myyq5",2022-01-05 14:35:16+00:00,1113,134,264,532,183
Negative,0.927,1478713071308791809,0.92739797,0.035300292,0.037301753,"""les non-vaccinés, j'ai très envie de les emmerder"" : comment les déclarations d'emmanuel macron ont enflammé l'assemblée nationale. t.co/3vy2h6j1t8",2022-01-05 13:00:44+00:00,707,159,25,471,52
Negative,0.934,1478683384079691780,0.93392235,0.0425932,0.023484664,"sanofi vient d'être jugé responsable d’un manque de vigilance et d’information sur la dépakine, médicament qui aurait provoqué des malformations et des retards de développement chez les enfants. epileptique, c'est marine martin qui avait lancé l'alerte. elle racontait pour brut. t.co/n5qiff4ot3",2022-01-05 11:02:46+00:00,290,118,2,162,8
Negative,0.707,1478629085358088195,0.707412,0.19677539,0.09581249,"à 21 ans, marine barnérias a appris qu'elle était atteinte de la sclérose en plaques. sa maladie, elle lui a donné un nom, rosy. et avec elle, elle est partie à l'aventure 9 mois à l'autre bout du monde pour faire la plus belle des rencontres : elle-même… t.co/zvvrb4pjzb",2022-01-05 07:27:00+00:00,629,139,10,461,19
Negative,0.519,1478454167131803648,0.519342,0.19159718,0.28906074,"elle est devenue milliardaire à seulement 30 ans en persuadant de riches investisseurs de soutenir sa start-up theranos, qui devait révolutionner le monde de la santé. elle vient d'être reconnue coupable d'escroquerie. voici l'histoire d'elizabeth holmes. t.co/8zd9abno8j",2022-01-04 19:51:56+00:00,632,167,20,419,26
Negative,0.453,1478397760487497739,0.45313042,0.27462476,0.27224484,"""un sauvetage, ce n'est pas un jeu. tu mets ta vie entre parenthèses pour sauver cet animal."" en tunisie, nowel a ouvert deux refuges destinés aux animaux errants. chaque jour, elle procure soins et nourriture à des dizaines de chiens et de chats. brut est allé à sa rencontre. t.co/az2gmh6pbe",2022-01-04 16:07:48+00:00,313,62,7,240,4
Positive,0.39,1478332027409686533,0.23852345,0.3715469,0.38992965,"""ma liberté aujourd'hui, c'est 30 centimètres de câbles et 3 kilos de matériel que je porte jusqu'à la fin de mes jours."" atteint de covid long, le député lrem de charente-maritime @raphaelgerard17 a tenu à témoigner à l'assemblée nationale lors du débat sur le pass vaccinal. t.co/pa9wvk0xht",2022-01-04 11:46:36+00:00,1665,383,88,1154,40
Negative,0.824,1478279541781110786,0.82364416,0.092189364,0.08416641,"dans la vie, théo grosjean se décrit comme l'homme le plus flippé du monde... phobie sociale, covid, réchauffement climatique : l'anxiété que vit sa génération, il a décidé d'en rire à travers une bd sur instagram, aujourd'hui adapté en dessin animé. t.co/vj1c7nzpxu",2022-01-04 08:18:02+00:00,428,70,4,335,19
Negative,0.722,1478087477910978562,0.7220894,0.19006227,0.08784819,"""le pass vaccinal est une forme déguisée d'obligation vaccinale."" du refus de la vaccination obligatoire en mai 2021 jusqu'au vote à l'assemblée nationale, voilà comment le gouvernement a évolué sur le pass vaccinal. t.co/z5eksysxih",2022-01-03 19:34:50+00:00,394,147,21,210,16
Positive,0.387,1478053320686198785,0.29274136,0.32054895,0.38670972,"à 12 ans, il obtenait déjà son premier rôle sur scène dans une comédie musicale... obsédé par l'homme araignée depuis son enfance, c'est à 19 ans qu'il réalise son rêve en incarnant spider-man à l'écran. voici l'histoire de tom holland. t.co/ctktirunot",2022-01-03 17:19:07+00:00,806,97,1,700,8
Neutral,0.496,1478015794424385538,0.2678262,0.49568066,0.23649314,"il y a gisèle halimi, avocate engagée pour la cause des femmes. et il y a gisèle, celle dont on ne parle pas. découvrez-la dans le documentaire ""gisèle"", seulement sur @brutxofficiel : t.co/ydq96jel3m t.co/n4ixahtojj",2022-01-03 14:50:00+00:00,70,14,0,55,1
Negative,0.929,1478004868367400962,0.928938,0.04463635,0.026425553,"ses 218 vaches vont être abattues. en cause : la brucellose, une maladie infectieuse détectée chez l'une d'entre elles. mais eric forestier, éleveur de vaches laitières en haute-savoie se bat pour son troupeau. il raconte. t.co/agdpzlope3",2022-01-03 14:06:35+00:00,260,74,12,157,17
Neutral,0.562,1477946147985633281,0.33818588,0.562296,0.099518105,"""en réalité, les élèves de segpa se retrouvent ici pour tout un tas de raisons."" 3 clichés sur les segpa. t.co/nnmtvwmqvq",2022-01-03 10:13:15+00:00,2408,708,20,1614,66
Positive,0.636,1477904057956139008,0.15785252,0.2058501,0.6362974,"""le tatouage ne guérit pas, mais il aide beaucoup dans le processus de deuil."" après avoir perdu sa fille lors d'une fausse couche, ares a eu l'idée d'offrir aux parents qui vivent cette expérience un tatouage leur rappelant leur bébé, une façon de les aider à faire leur deuil… t.co/gf58r4xjrq",2022-01-03 07:26:00+00:00,109,21,1,86,1
Positive,0.531,1477700466393837569,0.18156512,0.2873809,0.53105396,"figure majeure du black art movement, il n'avait encore jamais été mis à l'honneur dans un musée français. brut s'est rendu à la bourse de commerce pour découvrir david hammons en 4 œuvres avec la photographe adeline rapon. avec @boursecommerce t.co/heyj32inro",2022-01-02 17:57:00+00:00,128,25,2,98,3
Neutral,0.452,1477628240705376257,0.3381975,0.45205915,0.2097435,"""on ne connaît pas notre ville, on ne connaît pas notre passé."" dismalden fait de l'exploration urbaine et raconte les histoires des lieux abandonnés à travers son projet lost in tunis. brut l'a suivi à la découverte des secrets de la médina de tunis. t.co/nsqfqxtlq6",2022-01-02 13:10:00+00:00,468,97,7,336,28
Positive,0.54,1477581180815888385,0.26187688,0.19839063,0.53973246,"en quelques secondes, cet homme s'est envolé avec son cerf-volant sous le regard de ses amis, impuissants… t.co/o14qwiafy6",2022-01-02 10:03:00+00:00,10765,1684,163,6608,2310
Positive,0.576,1477541921698557953,0.10769966,0.31623936,0.576061,"selfie avec une otarie, rencontre avec un requin-baleine… l'apnéiste @pierrefrolla a approché des centaines d'espèces marines pour son livre ""océans : face à face"". voici ses 3 photos préférées. 🦭 t.co/fxbs8gbiih",2022-01-02 07:27:00+00:00,299,56,2,236,5
Negative,0.807,1477329773995061248,0.80737925,0.12300063,0.0696201,"""les africains subissent les effets les plus violents de la crise climatique."" pour faire entendre leurs voix, vanessa nakate (@vanessa_vash) a créé le mouvement @riseupmovt. pour brut, elle raconte son combat. t.co/fmv99c8syw",2022-01-01 17:24:00+00:00,347,105,2,236,4
Neutral,0.551,1477225335737495555,0.11963083,0.5505654,0.32980382,"mais au fait, ça vient d'où la tradition de prendre des bonnes résolutions  🤔 t.co/gfuos6z3g5",2022-01-01 10:29:00+00:00,59,12,1,43,3
Positive,0.431,1477187844871376898,0.3778465,0.19144692,0.4307066,"derrière ce selfie avec des gorilles qui a fait le tour du monde, il y a l'histoire de ces rangers qui risquent leur vie pour les protéger… 🦍 t.co/ev4fn8kjnu",2022-01-01 08:00:01+00:00,1182,287,10,871,14
Positive,0.784,1477047161699319825,0.03498823,0.1814583,0.7835535,bonne année 2022 à vous tous. prenez soin de vous et de vos proches. ❤️ t.co/phvbbwqqvi,2021-12-31 22:41:00+00:00,324,31,6,287,0
Positive,0.786,1476992552351907845,0.08011578,0.13375384,0.78613037,"vu qu'il n'y a pas de feu d'artifice cette année, on s'est rendu dans le cher pour vous offrir un spectacle de drones. bonne année 2022 à toutes et à tous ! t.co/7zetf778kk",2021-12-31 19:04:00+00:00,111,22,1,85,3
Neutral,0.646,1476901703685328896,0.1417349,0.64600277,0.2122623,"en quelques mots, expliquez l'année 2021 à une personne de 2011…",2021-12-31 13:03:00+00:00,259,10,118,83,48
Positive,0.537,1476870246115938309,0.25765282,0.2054068,0.5369404,"""elle fumait des pétards, buvait de la vodka, parlait de sexe… ma grand-mère était hypnotisée par la liberté de cette femme."" cette histoire a inspiré @aureliesaada pour son premier film : rose décide à 78 ans de vivre pleinement sa vie après la mort de son mari. elle raconte. t.co/6bbysafnsp",2021-12-31 10:58:00+00:00,157,26,7,121,3
Positive,0.399,1476848100970930176,0.21159552,0.38928974,0.39911473,"danseuse étoile à l'opéra de paris, léonore baulac se rend au chevet d'enfants hospitalisés pour essayer de leur apporter un ""moment de magie"". suivez-là dans un podcast à écouter sur @spotifyfrance 🎧 avec @paradisomedia t.co/i0vsgsknzf",2021-12-31 09:30:00+00:00,20,3,0,17,0
Positive,0.751,1476817901143351301,0.08054525,0.16803226,0.7514225,"""c'est un des gestes les plus anciens de l'histoire de la beauté et du maquillage."" l'écrivaine rebecca benhamou raconte toute l'histoire du rouge à lèvres, du temps de cléopâtre à nos jours. t.co/1hrx4l36un",2021-12-31 07:30:00+00:00,165,38,2,121,4
Positive,0.59,1476590116588171271,0.15853699,0.2514013,0.5900618,"après s'être rencontrés, nadia et radhouene ont décidé de changer de vie et de construire leur maison écologique et autosuffisante à kélibia, en tunisie. brut leur a rendu visite. t.co/19tsqrs5wm",2021-12-30 16:24:52+00:00,286,44,5,228,9
Neutral,0.575,1476453751497969665,0.20228784,0.5746667,0.22304547,"""salut ! asv "" il y a 20 ans, la drague en ligne faisait son apparition… #tbt t.co/igewcjgbdy",2021-12-30 07:23:00+00:00,226,34,10,156,26
Positive,0.52,1476244049082429444,0.1407783,0.33925727,0.51996446,"""il s'agit de voir le monde différemment, d'en haut, méditer, réfléchir à la vie."" exploratrice urbaine, mahnaji nous emmène sur les toits de new york… t.co/uscirprd7s",2021-12-29 17:29:43+00:00,256,46,8,191,11
Neutral,0.575,1476210418070786052,0.044862278,0.57490253,0.38023517,quelle est votre prédiction pour 2022 qui a 100 % de chances de se produire  🔮,2021-12-29 15:16:04+00:00,1326,24,439,148,715
Negative,0.798,1476192854057922567,0.7983255,0.11507806,0.08659649,"des centaines de dauphins entassés dans des enclos… certains finiront leur vie dans des parcs aquatiques, forcés de faire le show. les autres seront tués. ça se passe au japon, et pour l'ong life investigation agency, il est urgent que les autorités japonaises réagissent… t.co/sjuxm6h0zj",2021-12-29 14:06:17+00:00,1179,514,21,588,56
Positive,0.65,1476090357033193474,0.15348193,0.1966826,0.6498354,"""tout ce que j'ai traversé m'a permis de voir mon albinisme comme quelque chose de beau."" au mexique, brut a rencontré ruby vizcarra, mannequin albinos. t.co/bop1tbzpsy",2021-12-29 07:19:00+00:00,213,38,2,171,2
Neutral,0.651,1475890266565484549,0.23818676,0.6509934,0.11081985,à partir de quand est-on considéré cas contact  combien de fois faut-il se faire tester  quand peut-on devenir contagieux  9 questions très simples sur les cas contacts. t.co/us7lso9u2f,2021-12-28 18:03:54+00:00,179,52,5,115,7
Negative,0.564,1475856021058895873,0.5638881,0.21446493,0.22164705,"les lieux préservés du vacarme humain deviennent rare, et ce musicien s'est donné pour mission de les trouver. brut a suivi ethan bourdeau à manhattan, à la recherche du point le plus silencieux de new york. t.co/ivce3svx3b",2021-12-28 15:47:50+00:00,95,18,3,74,0
Negative,0.939,1475796504245903363,0.9387461,0.043077167,0.018176807,"""les gens ne sont pas au courant. c'est des trucs qui nous ont fait mal."" en privé avec @gims et demdem, c'est dans parler comme jamais, nouvel épisode. et c'est seulement sur @brutxofficiel : t.co/xtamtrdeuj t.co/ygy4j0oqeb",2021-12-28 11:51:20+00:00,30,3,5,22,0
Positive,0.547,1475728975905406976,0.12863095,0.32429278,0.54707634,"elle est à l'affiche du nouveau ""spider-man"" qui vient de dépasser le milliard de dollars au box-office mondial, un record depuis l'apparition du covid-19. voici l'histoire de @zendaya. t.co/nmqicjzxfv",2021-12-28 07:23:00+00:00,987,162,2,804,19
Negative,0.903,1475565398376554499,0.90289724,0.060298786,0.036803927,"il avait fait de son petit village italien ""une terre d'accueil"" pour les réfugiés. il a été condamné à 13 ans de prison pour avoir favorisé l'immigration clandestine. pour brut, l'ancien maire de riace domenico lucano raconte pourquoi il a mené ce combat. t.co/1ax7lvrahr",2021-12-27 20:33:00+00:00,1366,404,22,910,30
Neutral,0.905,1475543103679471619,0.031397168,0.9052715,0.06333116,🔴 covid-19 – les annonces de jean castex : t.co/z0t7blow8h,2021-12-27 19:04:24+00:00,717,220,39,372,86
Negative,0.528,1475456343108730887,0.5282864,0.40631136,0.06540227,"dans de nombreux commerces, on ne peut pas payer par carte bancaire en dessous d'un certain montant. mais pourquoi  et est-ce vraiment légal  voici ce qu'il faut savoir… 💳 t.co/rt130dzist",2021-12-27 13:19:39+00:00,386,84,8,290,4
Positive,0.511,1475392006096572416,0.1799671,0.30869976,0.51133317,"""en termes d'écriture, ça m'a beaucoup influencé de parler de lui"" on a montré le documentaire ""sankara"" à @kalashcriminel. voici ce qu'il en pense... 👉 sankara, uniquement sur @brutxofficiel : t.co/woxcltlcwy t.co/sq3yekuh15",2021-12-27 09:04:00+00:00,56,12,1,43,0
Positive,0.638,1475364323002253317,0.19583994,0.1656619,0.63849807,"avec des caméras discrètes, brut est retourné au marineland d'antibes. 2 ans et demi après notre dernière visite, la santé des orques continue de préoccuper l'association @onevoiceanimal… t.co/6q0ry19apf",2021-12-27 07:14:00+00:00,4462,1377,38,2909,138
Positive,0.456,1475186148960051205,0.12606801,0.41805357,0.4558783,"il rêve de faire un feat avec françois damiens, ""houho"" va entrer dans le larousse… toute la vérité sur @maesofficiel. t.co/ox4hhoq1va",2021-12-26 19:26:00+00:00,52,5,3,43,1
Neutral,0.486,1475064346309009412,0.06389197,0.48557585,0.4505322,"""aujourd’hui, le challenge, c’est de parler à coeur ouvert."" challenge accepté pour @gims et demdem. nouvel épisode de parler comme jamais avec darcy, @dadju, @nato_o et @camilellouche, uniquement sur @brutxofficiel : t.co/w58d1sz2kl t.co/c5q9l75lxh",2021-12-26 11:22:00+00:00,33,3,1,28,1
Positive,0.628,1475048240273715200,0.21276419,0.1595171,0.6277186,c’est l'une des icônes les plus sulfureuses de russie et l'un des personnages de the king’s man : première mission... voici l'histoire de grigori efimovitch raspoutine. avec @20thcenturyfr t.co/o4827aigco,2021-12-26 10:18:00+00:00,133,19,1,112,1
Negative,0.461,1475008729821192196,0.46073312,0.32146612,0.2178008,"long derrière, court devant et sur les côtés… mais comment en est-on arrivé là  voici l'histoire de la coupe mulet, de l'empire romain à nos jours. t.co/o3k5anzbn3",2021-12-26 07:41:00+00:00,197,30,11,150,6
Neutral,0.459,1474729137944158213,0.11506653,0.45943898,0.42549446,"c'est le plus grand orchestre pour enfants de france. créée par l'artiste musicien et chef d'orchestre éric du faÿ, l'association les petites mains symphoniques compte aujourd'hui plus de 600 enfants âgés de 6 à 17 ans. brut les a suivis en concert à nice. avec @orange t.co/r9ajnzbcko",2021-12-25 13:10:00+00:00,86,19,1,62,4
Negative,0.466,1474640805570564104,0.46581632,0.304024,0.2301597,"ils partent sur les traces de magellan et vont tenter de battre le record du tour du monde à la voile d'est en ouest, face aux vents et aux courants dominants. brut est monté à bord du trimaran @useitagain_sail de romain pilliard et alex pella avant leur départ. t.co/kcxpdf2tit",2021-12-25 07:19:00+00:00,124,17,1,101,5
Positive,0.596,1474410035786616834,0.064540885,0.3398264,0.5956329,"à angers, le bus conduit par régine roule grâce au gaz vert, un carburant issu d’une énergie renouvelable et locale. voilà ce que ça change concrètement. avec @grdf t.co/amfohtyg1h",2021-12-24 16:02:00+00:00,140,40,8,88,4
Neutral,0.759,1474406251329200172,0.063693054,0.7593939,0.17691314,tuto : comment faire un autotest covid t.co/npitm70lo6,2021-12-24 15:46:58+00:00,110,31,6,71,2
Negative,0.949,1474365492324229133,0.9488107,0.03426573,0.016923517,"on n'en attendait rien, on est quand même déçus. l'année 2021 en 5 minutes. t.co/5czvnn1yhw",2021-12-24 13:05:00+00:00,481,114,3,358,6
Positive,0.615,1474319186839191553,0.13906461,0.24567755,0.61525786,"on peut faire du vin blanc avec du raisin rouge, beaucoup de vignes françaises ont des racines américaines… 5 choses étonnantes à savoir sur le vin racontées par @emile_coddens, vigneron en touraine. 🍷 t.co/kpzkdtttmi",2021-12-24 10:01:00+00:00,149,25,3,120,1
Neutral,0.456,1474303849741574146,0.323332,0.45593178,0.22073622,céline est éleveuse de chèvres en ardèche. elle vit au quotidien le sexisme dans le monde agricole. elle témoigne dans un podcast à écouter sur @spotifyfrance 🎧 avec @paradisomedia t.co/dx5q6avgal,2021-12-24 09:00:03+00:00,16,3,0,13,0
Negative,0.692,1474281940979179553,0.6920967,0.19508898,0.112814344,"""on s'imagine que c'est pour les personnes qui dorment dans la rue, on ne se dit pas qu'en tant qu'étudiant, on va finir là."" 50 % des personnes accueillies par les @restosducoeur ont moins de 25 ans. et les étudiants sont de plus en plus nombreux à se rendre aux distributions… t.co/bhthfwwanz",2021-12-24 07:33:00+00:00,1048,407,18,572,51
Negative,0.896,1474086048892432395,0.89556783,0.0735941,0.030838199,"aux pays-bas comme au portugal, le confinement est de retour. tour d'europe des restrictions sanitaires pendant les fêtes… t.co/zg4w3f7jyp",2021-12-23 18:34:35+00:00,103,29,5,64,5
Positive,0.381,1474057508427862022,0.2700997,0.34872887,0.38117152,"""il faut beaucoup de plus de femmes en sciences"". menonli abjobimey vissoh, chercheuse béninoise, a reçu le prix l’oréal-unesco pour les femmes et la science en afrique subsaharienne. brut l’a rencontré lors de la cérémonie des prix à kigali, au rwanda. avec @4womeninscience t.co/x5fxdjmxyr",2021-12-23 16:41:11+00:00,152,47,4,99,2
Neutral,0.476,1474039752479367188,0.1288622,0.4762137,0.394924,"avouez, vous n'avez pas fini vos cadeaux. donnez des idées de cadeau de dernière minute en réponse à ce tweet ! 👇🎁",2021-12-23 15:30:37+00:00,39,4,15,19,1
Negative,0.915,1474020981098397700,0.91526496,0.05109679,0.033638258,"""oui, j'ai plus de 18 ans"" : accéder à des sites porno quand on est mineur, c'est souvent aussi simple que ça. alors que la loi impose désormais aux éditeurs de bloquer l'accès des mineurs à leurs contenus, 5 sites sont menacés d'être bloqués. t.co/fp2urt3dsj",2021-12-23 14:16:02+00:00,206,47,23,122,14
Negative,0.913,1473982971086442496,0.9132411,0.05352899,0.033229835,"violée, battue, réduite en esclavage par sa famille, elle a fui le nigeria pour la france où elle a dû se prostituer pour rembourser ses passeurs. elle avait 19 ans. aidée par l'association @solenciel, elle a pu s'en sortir. charity raconte son histoire. avec @lafrancesengage t.co/ovkqptjdlz",2021-12-23 11:45:00+00:00,245,68,4,168,5
Neutral,0.529,1473965558836178950,0.20874456,0.52862066,0.26263475,"norvégien, sauvage ou labellisé bio... comment s'y retrouver quand on achète du saumon  explications avec @fredlemanach, directeur scientifique de l'ong @bloom_fr. t.co/imhxjlrgkr",2021-12-23 10:35:48+00:00,102,25,2,75,0
Neutral,0.573,1473914268261126144,0.120637484,0.5729909,0.30637163,"pcr, antigénique, salivaire… quel test covid choisir avant de retrouver ses proches pour les fêtes  voici ce qu'il faut savoir sur les différents tests disponibles. t.co/iay4ks4hod",2021-12-23 07:12:00+00:00,188,55,8,116,9
Negative,0.528,1473745403900313604,0.5278775,0.2821363,0.18998617,"""en 2007, ma mère a fait le pari que le 'made in france' n'était pas perdu."" 15 ans plus tard et malgré les crises, dans cette entreprise familiale de vêtements entièrement faits en france et en partie à la main, les 50 employés s'activent à quelques jours de noël… t.co/hqrf2awa9v",2021-12-22 20:00:59+00:00,174,38,3,130,3
Neutral,0.36,1473715953460563971,0.3087017,0.36039233,0.33090603,"""ce documentaire, j'ai cru que j'arriverais jamais à le réaliser…"" 👉 yohan malka raconte les coulisses de son documentaire sur l'icône thomas sankara, en ce moment sur @brutxofficiel : t.co/hylbmvrrov t.co/r26vfcyxei",2021-12-22 18:03:58+00:00,87,26,1,58,2
Positive,0.62,1473699856753385475,0.030743375,0.3491897,0.620067,3 idées de cadeaux écoresponsables pour noël avec la créatrice rosa boh-neur 🎁. avec @vestiaireco t.co/bp0itw9r2c,2021-12-22 17:00:00+00:00,60,9,3,41,7
Positive,0.74,1473685331753017346,0.037419584,0.22271211,0.73986834,"fille du chanteur phil collins, elle est devenue une star mondiale grâce à la série emily in paris. voici l'histoire de lily collins. t.co/1jggpwznao",2021-12-22 16:02:17+00:00,531,51,11,251,218
Positive,0.486,1473640367362822144,0.03425801,0.48005605,0.48568603,"sur sa chaîne youtube @heliox_lab, axelle parle à sa communauté de l'univers de la tech. aujourd'hui, elle rencontre inès et carole, les créatrices de #meandyoutoo, pour tester le niveau d'inclusivité de ses contenus. avec @orange t.co/1ewjyxa2tk",2021-12-22 13:03:37+00:00,32,6,1,24,1
Positive,0.506,1473604386467287045,0.20432398,0.2892107,0.5064654,"""j'ai jamais imaginé quand elle était petite ce qu'elle ferait"" père de léna situations, karim raconte en bd et avec un regard amusé le curieux métier de sa fille : youtubeuse… t.co/kjfddt9vwh",2021-12-22 10:40:38+00:00,180,20,2,156,2
Negative,0.674,1473554145282084868,0.6737593,0.12595901,0.20028177,"""la famille, ça conjugue le paradis et l'enfer."" oublier l'image de la famille parfaite, éviter les sujets qui fâchent… 6 conseils d'un psy pour rester zen à noël. t.co/p6epy9p8on",2021-12-22 07:21:00+00:00,140,28,2,101,9
Negative,0.44,1473380249723232256,0.44043198,0.1954359,0.36413202,"""on s'habitue et on oublie à quel point c'est incroyable ce qu'elle fait."" sofia est née sans bras, elle a 17 ans, et son quotidien entre les cours et les leçons de conduite, c'est ça. t.co/rn80giq7lv",2021-12-21 19:50:00+00:00,64127,12986,655,45889,4597
Negative,0.38,1473364986286292996,0.3802337,0.27715084,0.34261543,"comme son père stephan, eozenn est sourde profonde. et entre ces 2 générations, voilà ce qui a changé. 👉découvrez le documentaire ""sourde"" en ce moment sur @brutxofficiel : t.co/cdzr8friok t.co/hrsbujhqnz",2021-12-21 18:49:21+00:00,269,62,4,198,5
Positive,0.513,1473322379564572683,0.23949088,0.24707803,0.51343113,"depuis le confinement, la recherche google ""changer de carrière"" a augmenté de 202%. après 7 ans d'études de droit, aya a décidé de tout plaquer juste avant de prêter serment. son nouvel objectif : devenir pâtissière. pour brut, elle raconte sa reconversion. avec @googlefr t.co/qgachx4kae",2021-12-21 16:00:02+00:00,202,42,2,147,11
Positive,0.86,1473244132323831808,0.013279236,0.1271665,0.8595543,"quel que soit l'âge, les câlins sont bons pour la santé. voilà pourquoi. 🤗 t.co/wqv3zfafbt",2021-12-21 10:49:07+00:00,373,66,4,282,21
Positive,0.422,1473194023170961414,0.18105753,0.39699757,0.42194486,"-m- a 50 ans aujourd'hui. la naissance de sa fille, son concert au liban, le jour où il a rencontré paul mccartney… @m_chedid raconte les moments qui ont changé sa vie. t.co/8ffafggrip",2021-12-21 07:30:00+00:00,98,12,0,83,3
Positive,0.546,1473009763361472513,0.15850757,0.2958275,0.54566485,"""c'est un milieu assez fermé, j'essaye d'apporter quelque chose aux gens."" pilote depuis qu'il a 7 ans, @dorboccolacci fait découvrir le sport automobile de l'intérieur sur les réseaux sociaux. brut l'a suivi sur la glace en andorre pour le trophée andros… t.co/kvz7fiqcj1",2021-12-20 19:17:49+00:00,103,15,3,82,3
Positive,0.878,1472990302571016198,0.035763774,0.08605222,0.87818384,"invité par jimmy fallon dans le tonight show, @stromae a proposé une performance live exceptionnelle. brut était dans les coulisses. t.co/1mo9qh8ryf",2021-12-20 18:00:29+00:00,274,42,1,224,7
Negative,0.785,1472969566838038529,0.78460526,0.14101453,0.074380085,"""je suis dans un airbnb, je n'ai pas de famille ici, pas d'amis, et je serai bientôt à court d'argent."" à cause de la fermeture des frontières de leur pays, de nombreux marocains ne peuvent pas rentrer chez eux. c'est le cas de nawal, bloquée aux états-unis. elle témoigne. t.co/xmcxh7dq7b",2021-12-20 16:38:05+00:00,538,185,14,275,64
Positive,0.399,1472903891142561793,0.3648776,0.23605765,0.3990647,"c'est une pierre bleue semi-précieuse très recherchée… voici pourquoi, selon l'ong @global_witness, le commerce du lapis-lazuli pourrait nourrir le conflit et la corruption en afghanistan. t.co/xikqn38mnq",2021-12-20 12:17:07+00:00,90,23,4,61,2
Negative,0.955,1472831634701537284,0.95491517,0.02948874,0.015596089,"des baleines échouées avec l'estomac rempli de bouteilles plastique, des tortues qui s'étouffent… le plastique est dramatique pour la faune marine. et cette menace est le plus souvent invisible. voici pourquoi. t.co/65x2uafyvy",2021-12-20 07:30:00+00:00,778,324,4,439,11
Positive,0.499,1472567398150533121,0.14671755,0.35382396,0.49945843,"planter un millier d'arbres et arbustes à l'arrière d'une plateforme industrielle du courrier, c'est l'initiative de ces agents de la poste en auvergne. l'objectif : recréer une micro forêt urbaine. visite. avec @groupelaposte t.co/rnoejboc3w",2021-12-19 14:00:01+00:00,160,31,2,124,3
