Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Positive,0.394,1324366986319663106,0.3172083,0.28916144,0.3936303,renforçons notre sécurité. refondons shengen. t.co/hinm8ymmlo,2020-11-05 15:04:29+00:00,6213,556,1021,4365,271
Positive,0.848,1324330230539001857,0.03991953,0.11223544,0.8478449,"depuis 2017, nos forces de sécurité intérieure sont plus nombreuses avec 10 000 recrutements. elles bénéficient de moyens juridiques accrus grâce à la loi renforçant la sécurité intérieure et la lutte contre le terrorisme.",2020-11-05 12:38:26+00:00,3767,313,429,2952,73
Positive,0.911,1324328734342680576,0.022212896,0.067090094,0.91069686,"depuis 2017, la coordination entre les services de renseignement a été renforcée et confiée à la dgsi. les moyens financiers, humains et technologiques ont été considérablement augmentés.",2020-11-05 12:32:29+00:00,3106,269,320,2483,34
Positive,0.854,1324311330321477633,0.034907546,0.111170515,0.853922,ma responsabilité est de protéger les français. j’y consacre toute mon énergie depuis le 1er jour. la mobilisation de l’ensemble des acteurs de l'état est totale.,2020-11-05 11:23:20+00:00,24247,1219,3224,19036,768
Positive,0.73,1323587046963859456,0.071818635,0.1978196,0.73036176,"l’europe est solidaire, unie et déterminée. europa ist solidarisch, geeint und entschlossen. europe stands together, united and determined. we are one.",2020-11-03 11:25:17+00:00,20368,1549,2326,16059,434
Positive,0.92,1323285211258511360,0.031891875,0.048260104,0.9198479,"il y a 10 ans, le royaume-uni et la france ont signé les traités de lancaster house pour renforcer notre défense et notre sécurité collective. je salue les succès qui ont été rendus possibles par notre étroite coopération. renforçons-la pour les 10 ans à venir et au-delà !",2020-11-02 15:25:54+00:00,13305,726,2153,10250,176
Positive,0.739,1322624632533516288,0.041478265,0.2191691,0.7393526,"نسبوا إليّ أنني ""أدعم الرسومات الكاريكاتورية المهينة للنبيّ"". أنا أؤيد أن نتمكّن من الكتابة والتفكير والرسم بحرية في بلدي، إنّه حق وإنّها حرياتنا. وأنا أدرك أن هذا يمكن أن يكون صادماً وأحترم ذلك، ولكن يجب أن نتحدث عنه. t.co/b2xf2zhgxv",2020-10-31 19:41:00+00:00,10119,713,3784,4732,890
Positive,0.717,1322596587508477952,0.15120013,0.13156949,0.7172303,"on m'a fait dire : « je soutiens les caricatures humiliant le prophète ». moi, je suis favorable à ce qu'on puisse écrire, penser, dessiner librement dans mon pays. c'est un droit, ce sont nos libertés. je comprends que ça puisse choquer, je respecte cela, mais il faut en parler. t.co/5yikvmptfw",2020-10-31 17:49:33+00:00,28541,3663,3004,20492,1382
Positive,0.605,1322574065836720128,0.11206472,0.28270978,0.6052255,خلافاً لكثير مما سمعت وشاهدت على وسائل التواصل الاجتماعي في الأيام الأخيرة، فإنّ بلدنا ليس لديه مشكلة مع أي دينٍ كان. وجميع هذه الأديان تمارَس بحرية على أرضه. ليس هناك وصم: فرنسا متمسكة بالسلام وبالعيش معاً.,2020-10-31 16:20:04+00:00,24812,1688,5420,12760,4944
Positive,0.429,1322574020550774784,0.34726956,0.22355175,0.42917877,"contrairement à ce que j'ai beaucoup entendu et vu sur les réseaux sociaux ces derniers jours, notre pays n'a de problème avec aucune religion. elles s'y exercent toutes librement ! pas de stigmatisation : la france est attachée à la paix et au vivre-ensemble.",2020-10-31 16:19:53+00:00,43689,3761,4584,31696,3648
Positive,0.427,1321856653050994691,0.36019826,0.21275762,0.4270441,"françaises, français, quelle que soit votre religion, croyant ou non, nous devons dans ces moments nous unir. ne rien céder à l'esprit de division.",2020-10-29 16:49:19+00:00,46576,4373,4515,36340,1348
Positive,0.727,1321853968063102981,0.11881976,0.15412705,0.7270533,"catholiques, vous avez le soutien de la nation tout entière. notre pays ce sont nos valeurs, que chacun puisse croire ou ne pas croire, que chaque religion puisse s'exercer. notre détermination est absolue. des actes suivront pour protéger tous nos concitoyens.",2020-10-29 16:38:39+00:00,18741,1838,1707,14717,479
Positive,0.602,1321559070055215105,0.098795004,0.29936332,0.60184175,nous nous relèverons. parce que nous sommes unis et solidaires. parce que nous sommes la france. t.co/5pbc54zng4,2020-10-28 21:06:50+00:00,17294,1519,3347,11667,761
Positive,0.851,1321552945436045327,0.030496271,0.11837844,0.85112524,"par rapport à mars-avril, nous avons progressé. c'est pourquoi certaines règles du confinement vont évoluer. t.co/9wjsgxok5u",2020-10-28 20:42:30+00:00,5281,388,1281,3404,208
Positive,0.371,1321549055785377793,0.34838012,0.28059262,0.3710272,"après avoir consulté les scientifiques, dialogué avec les forces politiques, économiques et sociales, après avoir échangé avec nos partenaires européens, et pesé le pour et le contre, j’ai décidé qu’il fallait retrouver à partir de vendredi le confinement qui a stoppé le virus.",2020-10-28 20:27:02+00:00,12016,964,1723,8815,514
Positive,0.809,1321531686220402688,0.096852586,0.09378366,0.8093637,"ma responsabilité est de protéger tous les français. en dépit des polémiques, en dépit de la difficulté des décisions à prendre. je l’assume pleinement.",2020-10-28 19:18:01+00:00,56847,4664,5856,43358,2969
Positive,0.52,1320420864526065665,0.13244617,0.34707853,0.5204753,لا شيئ يجعلنا نتراجع، أبداً. نحترم كل أوجه الاختلاف بروح السلام. لا نقبل أبداً خطاب الحقد وندافع عن النقاش العقلاني. سنقف دوماً إلى جانب كرامة الإنسان والقيم العالمية.,2020-10-25 17:44:00+00:00,150748,6247,81132,42713,20656
Positive,0.752,1320417423300939776,0.07021929,0.1774641,0.7523165,"la liberté, nous la chérissons ; l’égalité, nous la garantissons ; la fraternité, nous la vivons avec intensité. rien ne nous fera reculer, jamais.",2020-10-25 17:30:20+00:00,48276,5091,6722,34349,2114
Positive,0.376,1319651740095074305,0.2604363,0.36334208,0.3762216,"vous qui lisez ce message, vous pouvez faire quelque chose face au virus. ↴",2020-10-23 14:47:47+00:00,43399,5557,15117,21076,1649
Positive,0.771,1319004125896581132,0.07711812,0.15234704,0.7705348,"nous continuerons, professeur. nous continuerons ce combat pour la liberté, ce combat pour défendre la république dont vous êtes devenu le visage. t.co/0gre9wivjj",2020-10-21 19:54:24+00:00,31939,3621,8885,18057,1376
Positive,0.687,1318993606712184834,0.037895676,0.27506185,0.6870425,"nous continuerons, professeur.",2020-10-21 19:12:36+00:00,46080,4339,2736,37879,1126
Positive,0.879,1318981653512028162,0.04959595,0.07163764,0.8787665,"nous avons tous ancré dans nos cœurs le souvenir d’un professeur qui a changé le cours de notre existence. cet instituteur qui nous a appris à lire, à compter, à nous faire confiance. cet enseignant qui nous a ouvert un chemin. samuel paty était de ceux-là.",2020-10-21 18:25:06+00:00,25278,2799,1827,19968,684
Positive,0.6,1318647373929787393,0.06743546,0.33227482,0.60028964,les mots nous les avons eus. le mal nous l'avons nommé. nous savons ce qui est à faire. nos concitoyens attendent des actes. les actes sont là et nous allons les intensifier.,2020-10-20 20:16:47+00:00,12061,1213,1753,8718,377
Positive,0.841,1318261372409597955,0.045355976,0.11333726,0.8413068,تستمر فرنسا في التزامها بالوقوف إلى جانب العراق في محاربة الإرهاب، وفي دعم احترام سيادته. وسنهزم الشّر من جذوره. وأتوجه بالشكر إلى العزيز مصطفى الكاظمي على استعراض المبادرة التي بدأناها معاً بعد شهر من زيارتي بغداد. t.co/teplcxaing,2020-10-19 18:42:57+00:00,6890,368,1933,4220,369
Positive,0.409,1318250905683316738,0.34902784,0.2415091,0.40946302,"lutter contre le terrorisme islamiste, c'est combattre l'ennemi à la racine, sur les théâtres d'opérations. c'est aussi garantir une stabilité qui passe par la souveraineté de l'irak. j'ai reçu le premier ministre irakien pour faire le point sur l'initiative engagée ensemble. t.co/ssbyg4ouw0",2020-10-19 18:01:22+00:00,5677,516,1202,3811,148
Positive,0.805,1317110751899897856,0.054901343,0.14015636,0.8049423,nous avons le devoir de soutenir l’afrique face à la pandémie. notre initiative pour soutenir la recherche et rendre accessible à tous un vaccin se poursuit. nous devons aussi mettre en œuvre une stratégie européenne pour l'investissement en afrique.,2020-10-16 14:30:48+00:00,10814,730,2582,5827,1675
Positive,0.682,1317108087887745024,0.09726368,0.22030659,0.68242973,"en vue du brexit, les britanniques ont davantage besoin d’un accord que l’union européenne. les européens sont prêts à poursuivre les négociations. nos conditions sont claires et connues. c'est désormais au royaume-uni de choisir s'il souhaite ou non un accord.",2020-10-16 14:20:13+00:00,10605,1554,892,7823,336
Positive,0.857,1316798088816754689,0.04006784,0.10279408,0.857138,"face à l’urgence climatique, nous devons poursuivre nos efforts et accélérer tous ensemble. avec nos partenaires du conseil européen, nous proposons une ambition nouvelle : réduire d'au moins 55% nos émissions de co2 d’ici dix ans. allons-y !",2020-10-15 17:48:23+00:00,8380,807,1313,5947,313
Positive,0.542,1316664965777051648,0.31660178,0.14144054,0.5419576,"ils font de la protection des autres le choix d’une vie, jamais nous n’accepterons la violence et l’irrespect envers nos policiers. je l'ai dit ce matin à leurs représentants : nous allons amplifier les moyens, mieux les protéger. comme tous les français, nous comptons sur eux.",2020-10-15 08:59:24+00:00,5901,624,756,4328,193
Positive,0.694,1316495377089036290,0.07237271,0.23391522,0.693712,nous sommes une nation de citoyens solidaires. nous avons besoin les uns des autres. on s'en sortira ensemble.,2020-10-14 21:45:31+00:00,19072,1642,2327,14408,695
Positive,0.765,1316480153032290310,0.03599217,0.19886191,0.7651459,"l'hôtellerie, les cafés, les restaurants, le tourisme, l'événementiel, la culture et le sport : à tous les secteurs impactés par les nouvelles décisions, je veux dire que la nation sera là. chômage partiel, fonds de solidarité et prêts garantis continuent.",2020-10-14 20:45:02+00:00,6466,850,687,4701,228
Positive,0.882,1316116877559693312,0.045009267,0.073291175,0.88169956,"heureux de l’élection de la france au conseil des droits de l’homme. alors que les droits de l’homme et le multilatéralisme sont remis en cause à travers le monde, la france fera entendre sa voix humaniste, féministe et progressiste.",2020-10-13 20:41:30+00:00,14545,1324,1990,10260,971
Positive,0.624,1314620951947096064,0.24511214,0.13052525,0.6243627,690 millions de personnes souffrent de la faim dans le monde. le programme alimentaire mondial apporte au maximum d'entre eux un soutien. ce combat est essentiel. la france y contribue et continuera. félicitations @wfpchief pour ce prix nobel. rendez-vous au @parispeaceforum.,2020-10-09 17:37:14+00:00,5533,629,923,3867,114
Positive,0.895,1314524919573753856,0.037943233,0.067008786,0.895048,les français se réjouissent avec moi de vous revoir enfin chère sophie pétronin. bienvenue chez vous ! t.co/ommrlnbny7,2020-10-09 11:15:38+00:00,11219,864,2556,7150,649
Positive,0.938,1314344914549903360,0.019027106,0.0426546,0.93831825,je viens d’échanger quelques mots par téléphone avec sophie pétronin. quelle joie d’avoir entendu sa voix et de savoir qu’elle est maintenant en sécurité ! je l’accueillerai à son retour en france demain.,2020-10-08 23:20:21+00:00,8325,604,719,6868,134
Positive,0.559,1314296584805462017,0.31985882,0.1214477,0.55869347,"sophie pétronin est libre. retenue en otage depuis près de 4 ans au mali, sa libération est un immense soulagement. à sa famille, à ses proches, j'adresse un message de sympathie. aux autorités maliennes, merci. le combat contre le terrorisme au sahel se poursuit.",2020-10-08 20:08:18+00:00,12130,1460,945,9456,269
Positive,0.667,1313937031488249856,0.19880185,0.13370718,0.667491,"la nation n’abandonne aucun de ses territoires, aucun de ses enfants. je veux dire à nouveau aux habitants touchés par les intempéries : nous serons là pour vous. j’en ai pris l’engagement devant vous. je reviendrai vous voir dans un an.",2020-10-07 20:19:34+00:00,6086,617,838,4486,145
Positive,0.635,1313862968044642304,0.20732743,0.15802208,0.6346506,"« quand la machine france se met en route, c'est impressionnant. » ce que m’a dit le maire de tende, c’est la solidarité de la nation. l’état est là et continuera d’être là, dans la durée. t.co/tgfdkfgotw",2020-10-07 15:25:16+00:00,2578,448,181,1909,40
Positive,0.921,1313823056343769088,0.030386308,0.048124697,0.921489,grande joie de voir emmanuelle charpentier reconnue par le prix nobel de chimie. son utilisation des ciseaux moléculaires a des applications cliniques majeures. la france a tous les talents en recherche fondamentale mais elle doit savoir les retenir et les faire fructifier.,2020-10-07 12:46:40+00:00,9903,1053,520,8079,251
Positive,0.897,1313429445894602753,0.053305745,0.050007496,0.8966868,"à tous les proches aidants, je veux vous dire ma gratitude. vous incarnez la fraternité de notre devise, vous faites la #franceunie. l'état est là pour vous épauler. comment :",2020-10-06 10:42:36+00:00,3417,399,466,2452,100
Positive,0.51,1313403961563545600,0.21779065,0.27220073,0.51000863,aidons les aidants !,2020-10-06 09:01:20+00:00,16682,1102,1605,12499,1476
Positive,0.864,1312728860795047936,0.048238397,0.08770646,0.8640551,les calédoniens ont confirmé leur souhait de maintenir la nouvelle-calédonie dans la france. c'est une marque de confiance dans la république. j’entends aussi la voix de ceux qu’anime la volonté de l’indépendance. nous construirons tous ensemble la nouvelle-calédonie de demain.,2020-10-04 12:18:44+00:00,10158,1119,822,8055,162
Positive,0.461,1312724183768424448,0.089594156,0.44927803,0.46112773,en direct | déclaration suite au second vote sur l’accession à l’indépendance de la nouvelle-calédonie. t.co/cuacuzabpb,2020-10-04 12:00:09+00:00,2828,561,303,1895,69
Positive,0.569,1312384493538471936,0.0960274,0.33450636,0.5694663,"vor 30 jahren wurde deutschland wiedervereint, dadurch öffnete sich der weg für die europäische wiedervereinigung. heute verteidigen wir gemeinsam demokratie und fortschritt, unsere souveränität und die europäische solidarität. unsere europäische entschlossenheit vereint uns! t.co/mi4lfvzk3f",2020-10-03 13:30:20+00:00,3952,489,585,2804,74
Positive,0.827,1312382659671347205,0.042188168,0.13114014,0.82667166,"il y a 30 ans, l’allemagne était réunifiée, ouvrant la voie à la réunification européenne. aujourd’hui, nous défendons ensemble la démocratie et le progrès, au cœur de notre identité, notre souveraineté et la solidarité européenne. notre détermination européenne nous unit ! t.co/ifygtp23wm",2020-10-03 13:23:03+00:00,6392,836,547,4876,133
Positive,0.826,1312302462389366784,0.09964248,0.0747497,0.82560784,"toutes mes pensées aux victimes de la tempête alex, à leurs proches. partout l’etat est aux côtés des élus pour aider les français. ensemble nous surmonterons cette épreuve. immense gratitude aux pompiers, gendarmes, policiers et à l’ensemble des forces engagées sur le terrain.",2020-10-03 08:04:23+00:00,7307,807,527,5894,79
Positive,0.666,1312002702185041924,0.1298361,0.20388168,0.66628224,l’ambition de former et promouvoir en france une génération d’imams et d’intellectuels qui défendent un islam pleinement compatible avec les valeurs de la république est une nécessité. t.co/vsqsyu7ggt,2020-10-02 12:13:14+00:00,4338,499,1435,1979,425
Positive,0.477,1311979467129204736,0.11744724,0.40548974,0.477063,les actes sont là. ils valent souvent mieux que les mots. t.co/idcbgqodlp,2020-10-02 10:40:55+00:00,3411,583,396,2317,115
Positive,0.742,1311635170072682496,0.052699257,0.20495275,0.74234796,"on va résister, tous ensemble. ayez confiance.",2020-10-01 11:52:48+00:00,48465,4505,6320,32424,5216
Positive,0.59,1311630285734318080,0.26600558,0.14394505,0.5900492,j'ai conscience des sacrifices qui ont été demandés à notre jeunesse ces derniers mois. on sortira de cette crise en étant encore plus au rendez-vous de ce que nous lui devons. je m'en porte garant. t.co/ppr8zcwg3u,2020-10-01 11:33:23+00:00,5486,828,623,3826,209
Positive,0.826,1311589330713022466,0.03386336,0.1401147,0.82602185,"entrepreneurs, nous sommes à vos côtés ! le soutien de l’etat a été massif et immédiat. aujourd’hui, saisissez-vous des outils du plan de relance pour repartir à la conquête de marchés ! #big2020 t.co/p6oqdaenwx",2020-10-01 08:50:39+00:00,2596,430,312,1787,67
Positive,0.441,1309785207986434048,0.37197894,0.18699679,0.44102412,"il y a un an, le président chirac nous quittait. jamais nous n'oublierons ses combats et ce qu'il a fait pour la france. t.co/wmwppzkjeq",2020-09-26 09:21:42+00:00,12996,1358,1290,10064,284
Positive,0.643,1308846965187371017,0.17544523,0.18160799,0.6429468,"elle était l’élégance et la liberté. juliette gréco a rejoint brel, ferré, brassens, aznavour et tous ceux qu’elle interpréta au panthéon de la chanson française. son visage et sa voix continueront à accompagner nos vies. la « muse de saint-germain-des-prés » est immortelle. t.co/nlawtzfzne",2020-09-23 19:13:28+00:00,7010,949,490,5490,81
Positive,0.642,1308412416468881409,0.14811939,0.20938234,0.64249825,"pour protéger nos aînés, la vigilance ne doit pas signifier l’isolement. le lien social et familial est tout aussi vital. nous devons apprendre à vivre avec le virus, en adoptant tous les bons réflexes indispensables.",2020-09-22 14:26:43+00:00,4264,512,452,3200,100
Positive,0.673,1308073447147343881,0.09327841,0.2339039,0.6728177,"il y a 75 ans, nos prédécesseurs se sont unis autour d’une promesse : la paix, les droits de l’homme, l’égalité et le progrès social. c’est à notre tour maintenant d’être à la hauteur de ces engagements. t.co/ulusioq02l",2020-09-21 15:59:47+00:00,4382,603,699,2969,111
Positive,0.529,1308019591021580288,0.18376118,0.28736985,0.52886903,"dobrodošli v franciji, dragi @borutpahor, ampak mislim, da francijo že dobro poznate, kot vsi slovenci, ki so spremljali vaše zmagovalce, @tamaupogi in @rogla na tour de france! t.co/jeglmcdvf4",2020-09-21 12:25:46+00:00,1404,164,128,1084,28
Positive,0.583,1307992001179193344,0.19638473,0.22034906,0.5832661,"bienvenue en france cher @borutpahor, mais je crois que vous la connaissez déjà très bien comme tous les slovènes qui ont suivi l’épopée de leurs grands champions @tamaupogi et @rogla durant le tour ! t.co/lqq8jggjhr",2020-09-21 10:36:09+00:00,1619,189,120,1293,17
Positive,0.914,1307366539402842113,0.033599254,0.05278565,0.9136151,"même en septembre, le tour de france est magique !",2020-09-19 17:10:47+00:00,19629,1420,825,17121,263
Positive,0.766,1307289787842408448,0.10668172,0.12751465,0.76580364,"a truly exceptional woman has left us. throughout her entire life, ruth bader ginsburg fought for justice, gender equality and the respect for fundamental rights. her outstanding legacy shall be our inspiration for a long time to come. t.co/ew71qajk9o",2020-09-19 12:05:48+00:00,10217,1624,425,7955,213
Positive,0.897,1307270672197058560,0.049448807,0.053721905,0.8968293,"une femme d’exception s’en est allée. ruth bader ginsburg a mené toute sa vie un combat universel pour la justice, l'égalité entre les femmes et les hommes et le respect des droits fondamentaux. son immense héritage continuera de nous inspirer. t.co/ufmnff4jpq",2020-09-19 10:49:50+00:00,11410,1543,431,9259,177
Positive,0.848,1307065932712415232,0.05445583,0.09771266,0.84783155,"à ajaccio, nous avons adressé un message clair à la turquie : réouvrons un dialogue responsable, de bonne foi, sans naïveté. cet appel est désormais aussi celui du parlement européen. il semble avoir été entendu. avançons.",2020-09-18 21:16:17+00:00,6770,680,1148,4728,214
Positive,0.458,1306970237439537153,0.11585184,0.42629573,0.45785242,une relance par et pour le patrimoine ! t.co/bjcqpd3lqp,2020-09-18 14:56:01+00:00,1401,202,153,1013,33
Positive,0.82,1306965824251596806,0.04315637,0.13654207,0.82030153,"notre patrimoine est la marque du passé, mais il est bien vivant ! il participe à l’activité de nos territoires, à l’attractivité de la france, et donc à l’emploi. il est une priorité du plan de relance.",2020-09-18 14:38:29+00:00,4801,513,419,3792,77
Positive,0.819,1306953166894833665,0.09401592,0.08716883,0.81881523,"dans le gers, l’hôtel de polignac est un joyau du 18ème siècle qui abrite aujourd’hui une école. il était menacé par l’usure et vient d’être sauvé grâce à l’engagement de l’état et la mobilisation collective autour du loto du patrimoine. je partage la fierté des occitans ! t.co/8hxoex8sqd",2020-09-18 13:48:11+00:00,2270,279,153,1803,35
Positive,0.837,1306501039567314951,0.08642637,0.07616804,0.83740556,".@letour, c’est la france ! c’est un lien charnel avec notre patrimoine, notre culture et nos paysages. c’est un moment unique où des millions de français vivent à l’unisson ces 3 semaines d’émotion. il nous avait manqué. longue vie au tour ! #tdf2020 t.co/an3yuvqqeg",2020-09-17 07:51:36+00:00,4767,501,329,3858,79
Positive,0.599,1306274158033154051,0.057938762,0.34324354,0.5988178,le tour de france fait partie de notre art de vivre à la française ! #tdf2020 t.co/qaghdtkwjw,2020-09-16 16:50:03+00:00,6320,705,562,4932,121
Positive,0.929,1306270447336652804,0.028017955,0.04287111,0.92911094,"vigilants, toujours, mais sans renoncer à vivre et à vibrer au rythme de nos rendez-vous mythiques ! un grand merci aux organisateurs @letour d’avoir su s’adapter pour maintenir ce #tdf2020 qui fait la fierté de la france. t.co/85ddu5saev",2020-09-16 16:35:18+00:00,2575,336,167,2033,39
Positive,0.718,1305580220787888129,0.09221815,0.19016716,0.71761465,"je l’ai dit aux acteurs du numérique présents à mes côtés ce soir et je veux le dire à tous : tenez bon, ne vous laissez jamais décourager.",2020-09-14 18:52:35+00:00,7244,627,767,5721,129
Positive,0.654,1305572267024355334,0.13202357,0.21445844,0.653518,les entreprises du numérique ont eu un rôle déterminant pendant la crise du covid-19 ! c’est parce que nous comptons sur elles dans cette phase de relance que 7 milliards d’euros seront investis dans la tech. #francerelance t.co/lxjwrsvbb7,2020-09-14 18:20:59+00:00,1969,348,193,1374,54
Positive,0.599,1305564415857754112,0.058573287,0.34284872,0.598578,on ne le dit pas assez : les entreprises du numérique créent des emplois. et dans tous les territoires ! t.co/nznc91mgbm,2020-09-14 17:49:47+00:00,4576,656,482,3206,232
Positive,0.425,1305198252707508227,0.3801219,0.19535847,0.42451963,"de l’hôpital à la politique, bernard debré fut toute sa vie un homme d’action. les français perdent un engagé, qui, en héritier du gaullisme, n’hésitait jamais à sortir des cadres et à dire le vrai dès qu’il s’agissait de l’intérêt du pays. pensées à sa famille et à ses proches.",2020-09-13 17:34:47+00:00,5631,607,482,4493,49
Positive,0.611,1304454579124404225,0.22929877,0.15930447,0.61139673,"élu chaleureux forgé par la méritocratie républicaine, haute figure du gaullisme, européen convaincu, ténor du parlement, christian poncelet s’est éteint après une vie consacrée à servir son pays. mes pensées à tous les vosgiens dont il était le porte-voix.",2020-09-11 16:19:41+00:00,4039,383,673,2934,49
Positive,0.879,1304369229538492416,0.05673129,0.064087085,0.87918156,"aux corses, je veux dire merci : vous avez fait du med7 un succès. les délégations ont pu le voir : l’île-de-beauté porte bien son nom ! je suis venu aussi faire le point sur les engagements et soutenir l’économie dans la crise que nous traversons. comptez sur mon engagement. t.co/wgrggmrdl3",2020-09-11 10:40:32+00:00,3448,361,647,2396,44
Positive,0.865,1304148090811711488,0.034237135,0.100418046,0.8653448,"une avancée tangible à l’issue du sommet med7 : nous avons un agenda commun de souveraineté, d’exigence et de dialogue en méditerranée. t.co/fbdthkqdg9",2020-09-10 20:01:49+00:00,6969,562,2857,3416,134
Positive,0.913,1304088979248160768,0.034686588,0.0519461,0.9133673,heureux de retrouver @kmitsotakis pour le sommet med7 que la france accueille à ajaccio. nos échanges sur le partenariat stratégique entre la grèce et la france ont été fructueux. je lui ai fait part de notre pleine solidarité suite à l’incendie de moria. t.co/on04m7asxy,2020-09-10 16:06:56+00:00,4959,615,1305,2964,75
Positive,0.418,1303760335980068866,0.3582484,0.22379404,0.41795745,"« amicu un' senti... » le 9 septembre 1943, la corse était libérée. souvenons-nous à jamais de tous les héros qui sont tombés pour la france. t.co/swmai5djby",2020-09-09 18:21:01+00:00,2827,398,330,2055,44
Positive,0.94,1303735993883930628,0.022488037,0.03792406,0.93958807,"la corse a une identité bien à elle. elle est corse, française, européenne et méditerranéenne. c’est toute sa force ! je suis très heureux de la retrouver.",2020-09-09 16:44:17+00:00,6511,543,600,5145,223
Positive,0.719,1303428865348558850,0.07656119,0.20433897,0.7190998,"nous partageons un dialogue de confiance avec le roi de jordanie abdallah ii. pour faire face aux crises et répondre aux enjeux régionaux sur lesquels nos vues convergent, il nous faut créer une dynamique positive et agir ensemble. c'est notre volonté. t.co/ifzawwfxp5",2020-09-08 20:23:52+00:00,2524,288,214,1988,34
Positive,0.757,1303300779751636992,0.020616742,0.22275041,0.7566329,"d’ici la rentrée 2022, chaque département sera doté d’un internat d’excellence. t.co/qhugszxwul",2020-09-08 11:54:54+00:00,2349,331,237,1700,81
Positive,0.736,1303277880168726530,0.020301223,0.24411193,0.7355868,en direct | les mêmes chances de réussir pour tous. point presse depuis clermont-ferrand : t.co/3mp4bkj98y,2020-09-08 10:23:55+00:00,1527,303,165,1018,41
Positive,0.758,1303251920740638720,0.042436674,0.19953254,0.7580308,"la promesse républicaine, c’est donner à chaque jeune les mêmes chances de réussir, quel que soit son lieu de naissance, son nom ou son milieu social ! depuis 2017, l’égalité des chances est notre priorité. avec des actes concrets. ↓ t.co/tzgrhn4ifr",2020-09-08 08:40:45+00:00,2224,430,242,1498,54
Positive,0.426,1302992062036553728,0.22838718,0.34520292,0.42640993,"very good discussion with @borisjohnson. we will step up our cooperation against migrant smugglers. we discussed steps to take following the poisoning of alexeï navalny, the situation in lebanon and the future relationship between the european union and the united kingdom.",2020-09-07 15:28:10+00:00,3075,364,286,2346,79
Positive,0.791,1302982074098483201,0.0958635,0.112817295,0.79131913,"très bon échange avec @borisjohnson. nous allons renforcer notre coopération contre les trafiquants de migrants. nous avons évoqué les suites à donner à l’empoisonnement d’alexeï navalny, la situation au liban et la relation future entre l’union européenne et le royaume-uni.",2020-09-07 14:48:29+00:00,5587,590,460,4428,109
Positive,0.809,1301884920424476672,0.06048442,0.1308361,0.8086794,"vive la république, vive la france !",2020-09-04 14:08:47+00:00,58653,4299,4813,47821,1720
Positive,0.866,1301468988984168449,0.037032027,0.09675836,0.8662096,"grâce à la transformation économique entamée depuis plus de 3 ans, la france est en train de retrouver sa place : celle d'une nation leader en matière d'innovation. poursuivons ! t.co/hkehvrwq13",2020-09-03 10:36:01+00:00,5464,704,669,3941,150
Positive,0.892,1301079277509718016,0.030698424,0.07725741,0.8920441,"à bagdad, où je suis heureux de me rendre pour la première fois, je viens apporter notre soutien à l’irak dans une période de défis.",2020-09-02 08:47:27+00:00,8114,622,1129,6050,313
Positive,0.652,1301037247022747650,0.19233161,0.15575686,0.6519115,"c’est pour la petite tamara rencontrée hier que nous devons rester mobilisés. c’est pour toute la jeunesse que nous devons nous battre. au moment de quitter beyrouth, je veux dire à nouveau et avec conviction : je ne vous lâcherai pas !",2020-09-02 06:00:26+00:00,14615,1113,1056,12251,195
Positive,0.464,1300923046832877568,0.308987,0.22664084,0.46437216,"« la valeur de l’engagement m’importe au même titre que la valeur littéraire ; je ne les sépare pas. » les combats de françois mauriac portent jusqu'à nous, son œuvre et ses mots sont éternels. il y a cinquante ans, la france perdait un écrivain de génie.",2020-09-01 22:26:39+00:00,2756,274,214,2246,22
Positive,0.472,1300920233750867968,0.09701913,0.43067676,0.47230425,les forces politiques libanaises se sont toutes engagées à former un gouvernement de mission dans les quinze jours. t.co/5ttjgzadqe,2020-09-01 22:15:28+00:00,4074,374,466,3079,155
Positive,0.763,1300916089426046976,0.07283801,0.16464014,0.76252186,j’ai entendu les acteurs de l’aide et de la reconstruction ce matin au port de beyrouth. ils sont déterminés. nous le sommes aussi ! t.co/llfwkwcjqk,2020-09-01 21:59:00+00:00,1966,227,136,1587,16
Positive,0.82,1300817187700125698,0.03298717,0.14733137,0.8196815,"les progrès sont là. mais la communauté internationale doit poursuivre ses efforts pour les libanais. je propose à nos partenaires de nous réunir en octobre, sous l’égide de l’onu, pour une conférence que nous sommes prêts à accueillir à paris. t.co/pyh3namhwo",2020-09-01 15:26:00+00:00,3409,429,287,2641,52
Positive,0.874,1300809708761231360,0.028377058,0.097633794,0.87398916,في بيروت لأتحقّق من وصول المساعدات الطارئة إلى مكانها الصحيح وإلى الأشخاص المناسبين. وفي المرفأ، تتجلّى ثمرة ما بذلناه من جهود. ففي أقل من شهر، أنجزت أفرقتنا بمعيّة المجتمع المدني اللبناني عملاً استثنائياً. فكل التحيّة لهم. t.co/7gyxtjs7cg,2020-09-01 14:56:17+00:00,4989,357,335,4162,135
Positive,0.925,1300805514352263169,0.034967948,0.04040471,0.9246273,"à beyrouth, pour m'assurer que l'aide d'urgence est arrivée aux bons endroits, aux bonnes personnes. au port, les résultats de nos efforts sont là. en moins d'un mois, ce qu'ont accompli nos équipes avec la société civile libanaise est exceptionnel. bravo à eux. t.co/cnq4hnpu8e",2020-09-01 14:39:37+00:00,6942,698,378,5768,98
